,date,latitude,longitude,coordinates,block,address_accuracy,num_mosquitos,wnv_present,year,month,day,week,day_of_week,station,tmax,tmin,tavg,depart,dew_point,wet_bulb,sunrise,sunset,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed,heat_cool,normal,BR,DZ,FG,HZ,MD,RA,TS,TSRA,VCTS,nearby_spray_locs
225,2013-07-25,41.733643,-87.55551,"(41.733643, -87.55551)",89,8,4,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
226,2013-07-25,41.740641,-87.546587,"(41.740641, -87.546587)",39,15,27,0,6039,21,75,90,9,6,243,174,210,-18,156,180,1314,6000,0.0,88.17,90.15,8.100000000000001,69,11.7,-15,228,0,0,0,0,3,0,0,0,0,0
227,2013-07-25,41.743402,-87.731435,"(41.743402, -87.731435)",246,24,53,0,6039,21,75,90,9,6,243,174,210,-18,156,180,1314,6000,0.0,88.17,90.15,8.100000000000001,69,11.7,-15,228,0,0,0,0,3,0,0,0,0,0
228,2013-07-25,41.750498,-87.605294,"(41.750498, -87.605294)",10,5,6,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
229,2013-07-25,41.754292,-87.590773,"(41.754292, -87.590773)",158,18,15,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
230,2013-07-25,41.754676,-87.612922,"(41.754676, -87.612922)",154,18,5,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
231,2013-07-25,41.763733,-87.742302,"(41.763733, -87.742302)",51,8,6,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
232,2013-07-25,41.766202,-87.562889,"(41.766202, -87.562889)",71,9,18,1,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
233,2013-07-25,41.768388,-87.678649,"(41.768388, -87.678649)",44,16,17,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
234,2013-07-25,41.77166,-87.703047,"(41.77166, -87.703047)",134,16,30,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
235,2013-07-25,41.773215,-87.60088,"(41.773215, -87.60088)",10,8,2,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
236,2013-07-25,41.776156,-87.778927,"(41.776156, -87.778927)",126,18,4,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
237,2013-07-25,41.776428,-87.627096,"(41.776428, -87.627096)",42,8,1,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
238,2013-07-25,41.778297,-87.752411,"(41.778297, -87.752411)",52,9,3,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
239,2013-07-25,41.778748,-87.586427,"(41.778748, -87.586427)",64,8,4,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
240,2013-07-25,41.793818,-87.654234,"(41.793818, -87.654234)",180,10,37,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
241,2013-07-25,41.798697,-87.736812,"(41.798697, -87.736812)",104,16,24,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
242,2013-07-25,41.800737,-87.71188000000002,"(41.800737, -87.71188)",35,8,7,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
243,2013-07-25,41.801179,-87.679447,"(41.801179, -87.679447)",44,16,16,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
244,2013-07-25,41.801498,-87.763416,"(41.801498, -87.763416)",100,18,14,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
245,2013-07-25,41.803423,-87.642984,"(41.803423, -87.642984)",150,24,54,0,6039,21,75,90,9,6,243,174,210,-18,156,180,1314,6000,0.0,88.17,90.15,8.100000000000001,69,11.7,-15,228,0,0,0,0,3,0,0,0,0,0
246,2013-07-25,41.822536,-87.66634300000003,"(41.822536, -87.666343)",117,27,32,0,6039,21,75,90,9,6,243,174,210,-18,156,180,1314,6000,0.0,88.17,90.15,8.100000000000001,69,11.7,-15,228,0,0,0,0,3,0,0,0,0,0
247,2013-07-25,41.82561,-87.726549,"(41.82561, -87.726549)",37,9,2,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
248,2013-07-25,41.846075,-87.716277,"(41.846075, -87.716277)",25,9,3,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
249,2013-07-25,41.857402,-87.694991,"(41.857402, -87.694991)",60,16,3,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
250,2013-07-25,41.867108,-87.654224,"(41.867108, -87.654224)",22,16,89,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
251,2013-07-25,41.868077,-87.666901,"(41.868077, -87.666901)",22,18,26,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
252,2013-07-25,41.868142,-87.696269,"(41.868142, -87.696269)",11,9,16,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
253,2013-07-25,41.878114,-87.629798,"(41.878114, -87.629798)",43,3,8,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
254,2013-07-25,41.891118,-87.65449100000002,"(41.891118, -87.654491)",50,16,3,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
255,2013-07-25,41.896282,-87.655232,"(41.896282, -87.655232)",22,16,5,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
256,2013-07-25,41.89923,-87.716788,"(41.89923, -87.716788)",20,18,37,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
257,2013-07-25,41.904194,-87.756155,"(41.904194, -87.756155)",39,27,19,0,6039,21,75,90,9,6,243,174,210,-18,156,180,1314,6000,0.0,88.17,90.15,8.100000000000001,69,11.7,-15,228,0,0,0,0,3,0,0,0,0,3
258,2013-07-25,41.906638,-87.701431,"(41.906638, -87.701431)",28,18,9,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
259,2013-07-25,41.911824,-87.726737,"(41.911824, -87.726737)",17,9,4,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
260,2013-07-25,41.912563,-87.66805500000002,"(41.912563, -87.668055)",34,18,9,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
261,2013-07-25,41.916265,-87.800515,"(41.916265, -87.800515)",140,16,34,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,2
262,2013-07-25,41.921965,-87.632085,"(41.921965, -87.632085)",66,24,5,1,6039,21,75,90,9,6,243,174,210,-18,156,180,1314,6000,0.0,88.17,90.15,8.100000000000001,69,11.7,-15,228,0,0,0,0,3,0,0,0,0,0
263,2013-07-25,41.923738,-87.785288,"(41.923738, -87.785288)",61,9,14,0,2013,7,25,30,3,1,81,57,69,-5,54,61,438,2000,0.0,29.33,30.05,4.1,23,5.1,-4,74,0,0,0,0,1,0,0,0,0,0
264,2013-07-25,41.925198,-87.746381,"(41.925198, -87.746381)",48,8,2,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
265,2013-07-25,41.932094,-87.700117,"(41.932094, -87.700117)",56,16,3,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,1
266,2013-07-25,41.944869,-87.832763,"(41.944869, -87.832763)",72,16,9,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,0
267,2013-07-25,41.94722700000001,-87.67145699999998,"(41.947227, -87.671457)",34,18,11,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
268,2013-07-25,41.951866,-87.72505699999998,"(41.951866, -87.725057)",39,8,24,0,2013,7,25,30,3,1,81,57,69,-5,54,61,438,2000,0.0,29.33,30.05,4.1,23,5.1,-4,74,0,0,0,0,1,0,0,0,0,12
269,2013-07-25,41.95469,-87.800991,"(41.95469, -87.800991)",123,27,28,0,6039,21,75,90,9,3,243,171,207,-15,162,183,1314,6000,0.0,87.99,90.15,12.299999999999999,69,15.299999999999999,-12,222,0,0,0,0,3,0,0,0,0,0
270,2013-07-25,41.957799,-87.930995,"(41.957799, -87.930995)",20,10,9,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,0
271,2013-07-25,41.960616,-87.777189,"(41.960616, -87.777189)",120,18,9,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,0
272,2013-07-25,41.963976,-87.69181,"(41.963976, -87.69181)",90,18,8,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,0
273,2013-07-25,41.964242,-87.757639,"(41.964242, -87.757639)",46,8,16,0,2013,7,25,30,3,1,81,57,69,-5,54,61,438,2000,0.0,29.33,30.05,4.1,23,5.1,-4,74,0,0,0,0,1,0,0,0,0,0
274,2013-07-25,41.973845,-87.805059,"(41.973845, -87.805059)",51,9,13,0,2013,7,25,30,3,1,81,57,69,-5,54,61,438,2000,0.0,29.33,30.05,4.1,23,5.1,-4,74,0,0,0,0,1,0,0,0,0,3
275,2013-07-25,41.974689,-87.890615,"(41.974689, -87.890615)",200,180,270,0,40260,140,500,600,60,20,1620,1140,1380,-100,1080,1220,8760,40000,0.0,586.5999999999999,601.0,81.99999999999999,460,101.99999999999997,-80,1480,0,0,0,0,20,0,0,0,0,0
276,2013-07-25,41.98480900000001,-87.728492,"(41.984809, -87.728492)",116,16,41,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,0
277,2013-07-25,41.986921,-87.689778,"(41.986921, -87.689778)",116,18,8,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,1
278,2013-07-25,41.98728,-87.666066,"(41.98728, -87.666066)",58,8,3,0,2013,7,25,30,3,1,81,57,69,-5,54,61,438,2000,0.0,29.33,30.05,4.1,23,5.1,-4,74,0,0,0,0,1,0,0,0,0,0
279,2013-07-25,41.991429,-87.747113,"(41.991429, -87.747113)",183,24,86,0,6039,21,75,90,9,3,243,171,207,-15,162,183,1314,6000,0.0,87.99,90.15,12.299999999999999,69,15.299999999999999,-12,222,0,0,0,0,3,0,0,0,0,0
280,2013-07-25,41.99247800000001,-87.862995,"(41.992478, -87.862995)",273,24,90,0,6039,21,75,90,9,3,243,171,207,-15,162,183,1314,6000,0.0,87.99,90.15,12.299999999999999,69,15.299999999999999,-12,222,0,0,0,0,3,0,0,0,0,0
281,2013-07-25,41.994679,-87.770899,"(41.994679, -87.770899)",62,8,13,0,2013,7,25,30,3,1,81,57,69,-5,54,61,438,2000,0.0,29.33,30.05,4.1,23,5.1,-4,74,0,0,0,0,1,0,0,0,0,0
282,2013-07-25,42.008314,-87.77792099999998,"(42.008314, -87.777921)",210,27,118,0,6039,21,75,90,9,3,243,171,207,-15,162,183,1314,6000,0.0,87.99,90.15,12.299999999999999,69,15.299999999999999,-12,222,0,0,0,0,3,0,0,0,0,2
283,2013-07-25,42.009876,-87.807277,"(42.009876, -87.807277)",142,18,16,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,1
284,2013-07-25,42.010412,-87.66214000000002,"(42.010412, -87.66214)",24,16,5,0,4026,14,50,60,6,2,162,114,138,-10,108,122,876,4000,0.0,58.66,60.1,8.2,46,10.2,-8,148,0,0,0,0,2,0,0,0,0,0
285,2013-08-01,41.659112,-87.53869300000002,"(41.659112, -87.538693)",160,32,86,1,8052,32,4,124,12,8,328,244,288,-12,216,248,1780,8000,0.0,117.16,119.8,24.8,116,28.4,-28,300,0,0,0,0,4,0,0,0,0,0
286,2013-08-01,41.662014,-87.72460799999998,"(41.662014, -87.724608)",126,24,42,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
287,2013-08-01,41.673408,-87.599862,"(41.673408, -87.599862)",24,10,44,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
288,2013-08-01,41.680946,-87.535198,"(41.680946, -87.535198)",74,16,13,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
289,2013-08-01,41.682587,-87.707973,"(41.682587, -87.707973)",140,36,133,0,8052,32,4,124,12,8,328,244,288,-12,216,248,1780,8000,0.0,117.16,119.8,24.8,116,28.4,-28,300,0,0,0,0,4,0,0,0,0,0
290,2013-08-01,41.704336,-87.70373599999998,"(41.704336, -87.703736)",66,16,6,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
291,2013-08-01,41.704572,-87.56566600000002,"(41.704572, -87.565666)",72,24,27,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
292,2013-08-01,41.720848,-87.666014,"(41.720848, -87.666014)",17,9,4,1,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
293,2013-08-01,41.723195,-87.64997,"(41.723195, -87.64997)",20,10,9,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,1
294,2013-08-01,41.72646500000001,-87.585413,"(41.726465, -87.585413)",10,5,1,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
295,2013-08-01,41.728495,-87.60096300000002,"(41.728495, -87.600963)",195,15,32,1,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
296,2013-08-01,41.732984,-87.649642,"(41.732984, -87.649642)",267,24,25,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,6
297,2013-08-01,41.733643,-87.55551,"(41.733643, -87.55551)",89,8,6,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
298,2013-08-01,41.740641,-87.546587,"(41.740641, -87.546587)",39,15,34,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
299,2013-08-01,41.743402,-87.731435,"(41.743402, -87.731435)",246,24,28,2,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
300,2013-08-01,41.750498,-87.605294,"(41.750498, -87.605294)",20,10,9,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
301,2013-08-01,41.754292,-87.590773,"(41.754292, -87.590773)",158,18,7,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
302,2013-08-01,41.763733,-87.742302,"(41.763733, -87.742302)",102,16,4,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
303,2013-08-01,41.766202,-87.562889,"(41.766202, -87.562889)",71,9,2,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
304,2013-08-01,41.768388,-87.678649,"(41.768388, -87.678649)",44,16,4,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
305,2013-08-01,41.77166,-87.703047,"(41.77166, -87.703047)",134,16,24,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
306,2013-08-01,41.773215,-87.60088,"(41.773215, -87.60088)",20,16,2,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
307,2013-08-01,41.776156,-87.778927,"(41.776156, -87.778927)",189,27,6,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
308,2013-08-01,41.776428,-87.627096,"(41.776428, -87.627096)",126,24,19,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
309,2013-08-01,41.778297,-87.752411,"(41.778297, -87.752411)",104,18,7,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
310,2013-08-01,41.778748,-87.586427,"(41.778748, -87.586427)",64,8,2,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
311,2013-08-01,41.793818,-87.654234,"(41.793818, -87.654234)",270,15,12,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
312,2013-08-01,41.798697,-87.736812,"(41.798697, -87.736812)",156,24,12,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
313,2013-08-01,41.800737,-87.71188000000002,"(41.800737, -87.71188)",35,8,3,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
314,2013-08-01,41.801179,-87.679447,"(41.801179, -87.679447)",44,16,34,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
315,2013-08-01,41.801498,-87.763416,"(41.801498, -87.763416)",100,18,13,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
316,2013-08-01,41.803423,-87.642984,"(41.803423, -87.642984)",100,16,14,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
317,2013-08-01,41.822536,-87.66634300000003,"(41.822536, -87.666343)",78,18,5,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
318,2013-08-01,41.82561,-87.726549,"(41.82561, -87.726549)",74,18,6,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
319,2013-08-01,41.846075,-87.716277,"(41.846075, -87.716277)",50,18,61,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
320,2013-08-01,41.857402,-87.694991,"(41.857402, -87.694991)",30,8,2,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
321,2013-08-01,41.867108,-87.654224,"(41.867108, -87.654224)",33,24,29,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
322,2013-08-01,41.868077,-87.666901,"(41.868077, -87.666901)",33,27,33,0,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,0
323,2013-08-01,41.868142,-87.696269,"(41.868142, -87.696269)",11,9,5,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
324,2013-08-01,41.878114,-87.629798,"(41.878114, -87.629798)",86,6,2,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
325,2013-08-01,41.891118,-87.65449100000002,"(41.891118, -87.654491)",50,16,16,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
326,2013-08-01,41.896282,-87.655232,"(41.896282, -87.655232)",11,8,10,0,2013,8,1,31,3,2,82,61,72,-3,54,62,445,2000,0.0,29.29,29.95,6.2,29,7.1,-7,75,0,0,0,0,1,0,0,0,0,0
327,2013-08-01,41.89923,-87.716788,"(41.89923, -87.716788)",20,18,62,1,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
328,2013-08-01,41.904194,-87.756155,"(41.904194, -87.756155)",26,18,10,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,3
329,2013-08-01,41.906638,-87.701431,"(41.906638, -87.701431)",28,18,4,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
330,2013-08-01,41.911824,-87.726737,"(41.911824, -87.726737)",34,18,4,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
331,2013-08-01,41.912563,-87.66805500000002,"(41.912563, -87.668055)",34,18,20,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
332,2013-08-01,41.916265,-87.800515,"(41.916265, -87.800515)",280,32,88,0,8052,32,4,124,12,4,324,244,284,-8,228,248,1780,8000,0.0,116.92,119.8,30.4,120,31.2,-24,292,0,0,0,0,4,0,0,0,0,2
333,2013-08-01,41.921965,-87.632085,"(41.921965, -87.632085)",44,16,2,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
334,2013-08-01,41.923738,-87.785288,"(41.923738, -87.785288)",183,27,60,1,6039,24,3,93,9,3,243,183,213,-6,171,186,1335,6000,0.0,87.69,89.85,22.799999999999997,90,23.4,-18,219,0,0,0,0,3,0,0,0,0,0
335,2013-08-01,41.925198,-87.746381,"(41.925198, -87.746381)",96,16,2,0,4026,16,2,62,6,4,164,122,144,-6,108,124,890,4000,0.0,58.58,59.9,12.4,58,14.2,-14,150,0,0,0,0,2,0,0,0,0,0
336,2013-08-01,41.932094,-87.700117,"(41.932094, -87.700117)",84,24,61,3,6039,24,3,93,9,6,246,183,216,-9,162,186,1335,6000,0.0,87.87,89.85,18.6,87,21.299999999999997,-21,225,0,0,0,0,3,0,0,0,0,1
337,2013-08-01,41.944869,-87.832763,"(41.944869, -87.832763)",36,8,6,0,2013,8,1,31,3,1,81,61,71,-2,57,62,445,2000,0.0,29.23,29.95,7.6,30,7.8,-6,73,0,0,0,0,1,0,0,0,0,0
