station,date,tmax,tmin,tavg,depart,dew_point,wet_bulb,sunrise,sunset,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed,heat_cool,normal,year,month,day,week,day_of_week
2,2010-10-29,50,33,42,-7,26,36,620,1700,0.0,29.55,30.25,5.3,24,7.0,23,49,2010,10,29,43,4
1,2010-10-30,63,42,53,7,32,42,622,1700,0.0,29.14,29.88,6.5,25,13.3,12,46,2010,10,30,43,5
2,2010-10-30,63,41,52,4,32,42,622,1700,0.0,29.21,29.9,6.1,24,13.3,13,48,2010,10,30,43,5
1,2010-10-31,52,36,44,-2,30,38,623,1700,0.0,29.49,30.2,5.8,1,6.9,21,46,2010,10,31,43,6
2,2010-10-31,52,39,46,-2,31,40,623,1700,0.0,29.55,30.2,9.0,3,9.9,19,48,2010,10,31,43,6
1,2011-05-01,63,47,55,2,37,47,448,1900,0.0,29.26,29.95,11.4,26,11.9,10,53,2011,5,1,17,6
2,2011-05-01,64,52,58,3,37,48,448,1900,0.0,29.32,29.94,11.2,26,11.6,7,55,2011,5,1,17,6
1,2011-05-02,59,42,51,-3,31,42,447,1900,0.0,29.46,30.17,5.3,36,9.9,14,54,2011,5,2,18,0
2,2011-05-02,60,43,52,-4,31,42,447,1900,0.0,29.52,30.16,4.6,36,9.9,13,56,2011,5,2,18,0
1,2011-05-03,50,37,44,-10,31,38,446,1900,0.0,29.5,30.23,6.7,3,7.6,21,54,2011,5,3,18,1
2,2011-05-03,51,38,45,-11,30,38,446,1900,0.0,29.56,30.23,8.2,2,8.7,20,56,2011,5,3,18,1
1,2011-05-04,59,37,48,-6,29,40,444,1900,0.0,29.63,30.37,4.6,3,7.6,17,54,2011,5,4,18,2
2,2011-05-04,57,37,47,-9,29,40,444,1900,0.0,29.7,30.37,4.9,3,7.3,18,56,2011,5,4,18,2
1,2011-05-05,63,35,49,-6,40,46,443,1900,0.06,29.33,30.12,10.9,20,11.5,16,55,2011,5,5,18,3
2,2011-05-05,62,41,52,-5,39,46,443,1900,0.1,29.4,30.13,10.4,19,10.9,13,57,2011,5,5,18,3
1,2011-05-06,68,44,56,1,39,48,442,1900,0.0,29.11,29.87,6.8,28,7.8,9,55,2011,5,6,18,4
2,2011-05-06,69,45,57,0,39,49,442,1900,0.0,29.18,29.87,7.9,27,9.3,8,57,2011,5,6,18,4
1,2011-05-07,60,43,52,-3,44,48,441,1900,0.0,29.13,29.85,5.1,5,6.9,13,55,2011,5,7,18,5
2,2011-05-07,60,46,53,-4,46,50,441,1900,0.0,29.18,29.84,5.3,5,7.9,12,57,2011,5,7,18,5
1,2011-05-08,68,39,54,-2,43,49,439,1900,0.0,29.27,29.98,6.6,6,7.2,11,56,2011,5,8,18,6
2,2011-05-08,68,44,56,-2,44,50,439,1900,0.0,29.33,29.97,6.9,6,7.8,9,58,2011,5,8,18,6
1,2011-05-09,73,47,60,4,45,53,438,1900,0.0,29.15,29.89,14.3,11,14.7,5,56,2011,5,9,19,0
2,2011-05-09,74,51,63,5,46,55,438,1900,0.0,29.21,29.89,15.3,12,15.6,2,58,2011,5,9,19,0
1,2011-05-10,90,62,76,20,61,66,437,1900,0.0,29.0,29.72,6.2,14,8.6,-11,56,2011,5,10,19,1
2,2011-05-10,91,64,78,20,60,66,437,1900,0.0,29.06,29.71,7.3,17,8.6,-13,58,2011,5,10,19,1
1,2011-05-11,87,63,75,18,66,68,436,1900,0.13,29.1,29.8,3.5,14,6.6,-10,57,2011,5,11,19,2
2,2011-05-11,88,67,78,19,65,69,436,1900,0.28,29.16,29.78,4.4,14,6.4,-13,59,2011,5,11,19,2
1,2011-05-12,86,58,72,15,63,66,435,2000,0.29,29.08,29.79,5.6,19,8.1,-7,57,2011,5,12,19,3
2,2011-05-12,87,63,75,16,61,66,435,2000,0.02,29.13,29.78,4.3,19,7.4,-10,59,2011,5,12,19,3
1,2011-05-13,77,47,62,4,54,56,434,2000,0.02,29.0,29.73,10.1,3,11.0,3,58,2011,5,13,19,4
2,2011-05-13,77,47,62,2,54,57,434,2000,0.01,29.07,29.71,10.5,1,11.5,3,60,2011,5,13,19,4
1,2011-05-14,53,45,49,-9,47,48,433,2000,0.31,29.01,29.73,16.7,2,16.9,16,58,2011,5,14,19,5
2,2011-05-14,51,46,49,-11,46,47,433,2000,0.43,29.05,29.72,17.0,1,17.2,16,60,2011,5,14,19,5
1,2011-05-15,46,41,44,-14,36,41,432,2000,0.31,29.15,29.86,21.4,2,21.4,21,58,2011,5,15,19,6
2,2011-05-15,48,42,45,-15,38,42,432,2000,0.37,29.19,29.84,18.8,1,18.9,20,60,2011,5,15,19,6
1,2011-05-16,52,37,45,-14,30,40,431,2000,0.0,29.28,30.01,13.5,2,13.9,20,59,2011,5,16,20,0
2,2011-05-16,53,40,47,-14,31,40,431,2000,0.0,29.34,30.01,13.9,1,14.1,18,61,2011,5,16,20,0
1,2011-05-17,60,40,50,-9,33,43,430,2000,0.0,29.21,29.96,12.2,3,12.7,15,59,2011,5,17,20,1
2,2011-05-17,60,40,50,-11,35,44,430,2000,0.0,29.27,29.95,13.1,2,13.6,15,61,2011,5,17,20,1
1,2011-05-18,57,49,53,-7,48,49,429,2000,0.07,29.16,29.89,6.2,2,7.1,12,60,2011,5,18,20,2
2,2011-05-18,61,50,56,-6,49,51,429,2000,0.03,29.21,29.88,6.6,1,7.0,9,62,2011,5,18,20,2
1,2011-05-19,72,49,61,1,53,56,428,2000,0.0,29.29,30.0,3.6,2,5.8,4,60,2011,5,19,20,3
2,2011-05-19,73,50,62,0,53,55,428,2000,0.0,29.36,30.0,3.0,2,5.0,3,62,2011,5,19,20,3
1,2011-05-20,73,50,62,1,54,57,427,2000,0.0,29.3,30.03,5.5,6,6.0,3,61,2011,5,20,20,4
2,2011-05-20,72,50,61,-2,53,56,427,2000,0.0,29.36,30.03,5.4,7,6.2,4,63,2011,5,20,20,4
1,2011-05-21,75,50,63,2,59,62,426,2000,0.01,29.13,29.87,7.0,15,8.1,2,61,2011,5,21,20,5
2,2011-05-21,76,51,64,1,59,62,426,2000,0.0,29.2,29.87,8.1,15,9.0,1,63,2011,5,21,20,5
1,2011-05-22,87,61,74,13,60,64,425,2000,0.58,28.95,29.7,10.3,19,11.4,-9,61,2011,5,22,20,6
2,2011-05-22,88,65,77,14,59,65,425,2000,0.12,29.02,29.69,11.2,18,11.6,-12,63,2011,5,22,20,6
1,2011-05-23,79,60,70,9,59,64,425,2000,0.0,28.92,29.62,10.0,25,11.3,-5,61,2011,5,23,21,0
2,2011-05-23,80,65,73,10,59,64,425,2000,0.0,28.98,29.61,11.3,24,12.5,-8,63,2011,5,23,21,0
1,2011-05-24,66,47,57,-5,47,51,424,2000,0.11,29.15,29.86,12.0,4,12.4,8,62,2011,5,24,21,1
2,2011-05-24,69,48,59,-5,47,53,424,2000,0.01,29.21,29.84,11.1,3,11.5,6,64,2011,5,24,21,1
1,2011-05-25,67,47,57,-5,52,53,423,2000,2.24,28.92,29.67,10.7,3,11.7,8,62,2011,5,25,21,2
2,2011-05-25,75,49,62,-2,53,55,423,2000,1.9,28.97,29.65,7.8,3,10.1,3,64,2011,5,25,21,2
1,2011-05-26,49,43,46,-16,40,43,422,2000,1.06,29.15,29.84,17.7,2,17.8,19,62,2011,5,26,21,3
2,2011-05-26,50,43,47,-17,40,43,422,2000,0.61,29.19,29.83,18.8,1,18.9,18,64,2011,5,26,21,3
1,2011-05-27,58,40,49,-13,41,46,422,2000,0.0,29.21,29.93,7.3,5,8.7,16,62,2011,5,27,21,4
2,2011-05-27,58,42,50,-14,41,46,422,2000,0.01,29.27,29.94,6.6,4,8.0,15,64,2011,5,27,21,4
1,2011-05-28,62,51,57,-6,55,55,421,2000,0.12,29.1,29.83,6.0,18,6.7,8,63,2011,5,28,21,5
2,2011-05-28,64,52,58,-7,55,57,421,2000,0.23,29.16,29.83,4.4,18,5.8,7,65,2011,5,28,21,5
1,2011-05-29,70,52,61,-3,59,60,421,2000,1.88,29.16,29.86,3.6,11,5.7,4,64,2011,5,29,21,6
2,2011-05-29,72,57,65,-1,60,61,421,2000,0.92,29.23,29.86,3.6,11,6.6,0,66,2011,5,29,21,6
1,2011-05-30,88,56,72,8,65,69,420,2000,0.0,29.26,29.97,12.4,20,12.8,-7,64,2011,5,30,22,0
2,2011-05-30,90,65,78,12,65,70,420,2000,0.0,29.33,29.96,11.2,19,11.6,-13,66,2011,5,30,22,0
1,2011-05-31,85,69,77,13,64,68,420,2000,0.08,29.34,30.04,12.4,22,13.2,-12,64,2011,5,31,22,1
2,2011-05-31,88,69,79,13,65,70,420,2000,0.0,29.41,30.02,12.4,22,13.2,-14,66,2011,5,31,22,1
1,2011-06-01,81,59,70,6,49,59,419,2000,0.0,29.44,30.17,10.7,27,10.5,-5,64,2011,6,1,22,2
2,2011-06-01,82,63,73,7,49,59,419,2000,0.0,29.51,30.15,11.5,26,11.5,-8,66,2011,6,1,22,2
1,2011-06-02,69,56,63,-1,44,53,419,2000,0.02,29.45,30.19,9.0,6,9.4,2,64,2011,6,2,22,3
2,2011-06-02,69,57,63,-3,45,53,419,2000,0.0,29.51,30.18,8.9,6,9.6,2,66,2011,6,2,22,3
1,2011-06-03,87,55,71,7,62,67,418,2000,0.01,29.31,30.04,10.8,17,11.5,-6,64,2011,6,3,22,4
2,2011-06-03,88,57,73,7,61,67,418,2000,0.18,29.37,30.03,10.0,16,10.6,-8,66,2011,6,3,22,4
1,2011-06-04,92,64,78,14,64,68,418,2000,0.18,29.31,30.02,1.4,26,8.5,-13,64,2011,6,4,22,5
2,2011-06-04,91,67,79,13,64,69,418,2000,0.5,29.38,30.0,3.0,26,8.1,-14,66,2011,6,4,22,5
1,2011-06-05,85,60,73,8,55,62,417,2000,0.0,29.36,30.08,3.1,7,5.4,-8,65,2011,6,5,22,6
2,2011-06-05,84,63,74,7,55,62,417,2000,0.01,29.41,30.06,2.7,8,5.0,-9,67,2011,6,5,22,6
1,2011-06-06,93,60,77,11,64,69,417,2000,0.0,29.15,29.89,8.5,20,9.7,-12,66,2011,6,6,23,0
2,2011-06-06,94,62,78,10,63,69,417,2000,0.0,29.22,29.88,7.8,20,8.6,-13,68,2011,6,6,23,0
1,2011-06-07,96,75,86,20,65,72,417,2000,0.0,29.11,29.82,10.3,23,10.6,-21,66,2011,6,7,23,1
2,2011-06-07,96,77,87,19,64,72,417,2000,0.0,29.18,29.8,9.7,23,10.1,-22,68,2011,6,7,23,1
1,2011-06-08,95,66,81,15,64,71,417,2000,0.17,29.13,29.81,11.6,24,13.4,-16,66,2011,6,8,23,2
2,2011-06-08,96,67,82,14,63,71,417,2000,0.69,29.2,29.8,9.3,23,12.1,-17,68,2011,6,8,23,2
1,2011-06-09,69,50,60,-6,52,55,416,2000,0.93,29.28,30.0,8.0,4,12.5,5,66,2011,6,9,23,3
2,2011-06-09,69,52,61,-7,54,56,416,2000,2.17,29.34,29.98,7.0,4,12.0,4,68,2011,6,9,23,3
1,2011-06-10,69,51,60,-7,56,57,416,2000,0.52,29.21,29.94,6.4,3,8.0,5,67,2011,6,10,23,4
2,2011-06-10,71,51,61,-8,56,58,416,2000,0.44,29.26,29.92,6.1,1,7.5,4,69,2011,6,10,23,4
1,2011-06-11,62,52,57,-10,54,55,416,2000,0.03,29.24,29.95,4.7,5,5.7,8,67,2011,6,11,23,5
2,2011-06-11,65,53,59,-10,54,56,416,2000,0.1,29.29,29.94,5.4,2,5.8,6,69,2011,6,11,23,5
1,2011-06-12,64,50,57,-11,45,52,416,2000,0.0,29.38,30.1,8.3,3,8.9,8,68,2011,6,12,23,6
2,2011-06-12,64,51,58,-12,45,52,416,2000,0.0,29.44,30.09,9.4,2,9.9,7,70,2011,6,12,23,6
1,2011-06-13,72,54,63,-5,43,53,416,2000,0.0,29.39,30.11,7.5,6,7.8,2,68,2011,6,13,24,0
2,2011-06-13,71,56,64,-6,43,53,416,2000,0.0,29.44,30.11,8.0,6,8.7,1,70,2011,6,13,24,0
1,2011-06-14,77,53,65,-3,49,56,416,2000,0.0,29.25,30.01,7.8,9,8.6,0,68,2011,6,14,24,1
2,2011-06-14,77,58,68,-2,49,57,416,2000,0.0,29.31,30.0,7.8,9,8.3,-3,70,2011,6,14,24,1
1,2011-06-15,71,57,64,-4,59,61,416,2000,0.8,29.0,29.73,9.2,15,11.2,1,68,2011,6,15,24,2
2,2011-06-15,72,57,65,-5,59,62,416,2000,0.84,29.07,29.73,8.4,16,11.2,0,70,2011,6,15,24,2
1,2011-06-16,81,61,71,2,59,63,416,2000,0.04,29.05,29.76,5.5,29,7.5,-6,69,2011,6,16,24,3
2,2011-06-16,81,62,72,1,59,63,416,2000,0.03,29.12,29.75,6.6,26,9.1,-7,71,2011,6,16,24,3
1,2011-06-17,82,60,71,2,60,64,416,2000,0.0,29.13,29.83,5.8,6,6.6,-6,69,2011,6,17,24,4
2,2011-06-17,82,64,73,2,60,65,416,2000,0.0,29.18,29.81,5.3,7,6.2,-8,71,2011,6,17,24,4
1,2011-06-18,84,61,73,3,62,65,416,2000,0.0,29.1,29.82,4.6,6,6.4,-8,70,2011,6,18,24,5
2,2011-06-18,83,63,73,1,62,66,416,2000,0.0,29.16,29.8,4.5,8,6.4,-8,72,2011,6,18,24,5
1,2011-06-19,81,63,72,2,65,68,416,2000,0.0,29.03,29.75,4.1,11,5.2,-7,70,2011,6,19,24,6
2,2011-06-19,83,65,74,2,65,69,416,2000,0.0,29.08,29.73,3.7,14,4.9,-9,72,2011,6,19,24,6
1,2011-06-20,79,65,72,2,67,69,416,2000,0.18,29.01,29.72,6.2,16,8.1,-7,70,2011,6,20,25,0
2,2011-06-20,80,69,75,3,67,69,416,2000,1.23,29.07,29.7,8.0,16,9.5,-10,72,2011,6,20,25,0
1,2011-06-21,89,66,78,8,70,72,416,2000,0.45,28.92,29.64,11.5,18,12.1,-13,70,2011,6,21,25,1
2,2011-06-21,89,69,79,7,70,73,416,2000,0.08,28.98,29.63,11.0,18,11.8,-14,72,2011,6,21,25,1
1,2011-06-22,73,64,69,-1,63,65,417,2000,0.02,28.89,29.59,12.6,21,13.4,-4,70,2011,6,22,25,2
2,2011-06-22,75,66,71,-1,62,65,417,2000,0.02,28.95,29.59,12.9,21,13.4,-6,72,2011,6,22,25,2
1,2011-06-23,71,62,67,-3,59,62,417,2000,0.01,28.9,29.6,11.4,26,12.7,-2,70,2011,6,23,25,3
2,2011-06-23,72,63,68,-4,60,63,417,2000,0.05,28.96,29.6,12.6,26,13.5,-3,72,2011,6,23,25,3
1,2011-06-24,68,60,64,-7,56,59,417,2000,0.0,29.08,29.76,9.4,29,9.6,1,71,2011,6,24,25,4
2,2011-06-24,68,60,64,-9,55,59,417,2000,0.0,29.13,29.76,8.5,29,8.7,1,73,2011,6,24,25,4
1,2011-06-25,79,58,69,-2,53,60,417,2000,0.0,29.21,29.92,2.5,10,4.6,-4,71,2011,6,25,25,5
2,2011-06-25,78,61,70,-3,52,60,417,2000,0.0,29.28,29.91,3.9,9,5.8,-5,73,2011,6,25,25,5
1,2011-06-26,81,57,69,-2,53,60,418,2000,0.0,29.23,29.94,5.8,9,6.9,-4,71,2011,6,26,25,6
2,2011-06-26,80,64,72,-1,53,61,418,2000,0.0,29.28,29.93,6.5,9,7.0,-7,73,2011,6,26,25,6
1,2011-06-27,81,65,73,2,63,67,418,2000,0.03,29.08,29.8,6.9,21,10.8,-8,71,2011,6,27,26,0
2,2011-06-27,80,67,74,1,64,67,418,2000,0.14,29.15,29.79,6.4,21,9.2,-9,73,2011,6,27,26,0
1,2011-06-28,81,63,72,1,54,61,419,2000,0.0,29.28,29.98,9.1,30,9.6,-7,71,2011,6,28,26,1
2,2011-06-28,81,65,73,0,53,61,419,2000,0.0,29.34,29.97,7.2,30,8.6,-8,73,2011,6,28,26,1
1,2011-06-29,81,59,70,-1,56,62,419,2000,0.0,29.35,30.06,3.7,8,5.4,-5,71,2011,6,29,26,2
2,2011-06-29,80,63,72,-1,55,62,419,2000,0.0,29.41,30.04,3.9,8,5.9,-7,73,2011,6,29,26,2
1,2011-06-30,88,60,74,2,62,67,419,2000,0.0,29.28,30.0,8.2,17,9.4,-9,72,2011,6,30,26,3
2,2011-06-30,89,66,78,4,61,67,419,2000,0.03,29.34,29.99,9.2,16,10.6,-13,74,2011,6,30,26,3
1,2011-07-01,89,72,81,9,62,68,420,2000,0.0,29.24,29.96,14.3,18,14.9,-16,72,2011,7,1,26,4
2,2011-07-01,89,70,80,6,63,68,420,2000,0.01,29.31,29.95,10.4,18,10.8,-15,74,2011,7,1,26,4
1,2011-07-02,94,71,83,11,70,74,420,2000,0.0,29.25,29.95,3.9,24,8.3,-18,72,2011,7,2,26,5
2,2011-07-02,93,73,83,9,71,74,420,2000,0.0,29.31,29.94,3.1,23,7.5,-18,74,2011,7,2,26,5
1,2011-07-03,84,69,77,5,57,65,421,2000,0.0,29.28,29.98,4.7,2,5.9,-12,72,2011,7,3,26,6
2,2011-07-03,86,70,78,4,58,65,421,2000,0.0,29.33,29.96,4.4,3,6.1,-13,74,2011,7,3,26,6
1,2011-07-04,89,65,77,5,55,64,422,2000,0.0,29.26,29.97,2.9,5,4.3,-12,72,2011,7,4,27,0
2,2011-07-04,88,68,78,4,53,63,422,2000,0.0,29.32,29.95,3.3,7,4.5,-13,74,2011,7,4,27,0
1,2011-07-05,91,68,80,8,60,68,422,2000,0.0,29.25,29.96,5.2,28,6.2,-15,72,2011,7,5,27,1
2,2011-07-05,92,67,80,6,59,68,422,2000,0.0,29.31,29.94,4.9,26,5.6,-15,74,2011,7,5,27,1
1,2011-07-06,86,70,78,6,61,67,423,2000,0.0,29.27,29.97,5.7,4,7.5,-13,72,2011,7,6,27,2
2,2011-07-06,87,71,79,5,60,67,423,2000,0.0,29.33,29.95,5.9,4,7.3,-14,74,2011,7,6,27,2
1,2011-07-07,82,63,73,1,53,62,423,2000,0.0,29.22,29.95,5.1,7,6.2,-8,72,2011,7,7,27,3
2,2011-07-07,81,66,74,0,55,63,423,2000,0.07,29.28,29.93,5.7,7,7.1,-9,74,2011,7,7,27,3
1,2011-07-08,86,61,74,1,51,62,424,2000,0.0,29.17,29.88,5.1,6,6.0,-9,73,2011,7,8,27,4
2,2011-07-08,86,65,76,1,52,63,424,2000,0.0,29.22,29.86,5.2,4,6.5,-11,75,2011,7,8,27,4
1,2011-07-09,91,61,76,3,58,66,425,2000,0.0,29.21,29.92,5.2,19,5.9,-11,73,2011,7,9,27,5
2,2011-07-09,90,67,79,4,60,68,425,2000,0.0,29.27,29.9,5.4,18,6.5,-14,75,2011,7,9,27,5
1,2011-07-10,91,74,83,10,68,72,425,2000,0.0,29.18,29.89,9.3,19,9.7,-18,73,2011,7,10,27,6
2,2011-07-10,91,75,83,8,67,72,425,2000,0.0,29.23,29.87,7.8,19,8.1,-18,75,2011,7,10,27,6
1,2011-07-11,88,71,80,7,71,74,426,2000,0.39,29.12,29.82,5.5,25,8.5,-15,73,2011,7,11,28,0
2,2011-07-11,90,70,80,5,70,74,426,2000,0.13,29.18,29.81,5.3,24,8.0,-15,75,2011,7,11,28,0
1,2011-07-12,87,70,79,6,63,69,427,2000,0.01,29.25,29.94,5.6,2,7.7,-14,73,2011,7,12,28,1
2,2011-07-12,88,71,80,5,64,69,427,2000,0.01,29.31,29.92,4.5,4,7.0,-15,75,2011,7,12,28,1
1,2011-07-13,74,63,69,-4,57,62,428,2000,0.0,29.35,30.06,10.5,4,10.9,-4,73,2011,7,13,28,2
2,2011-07-13,74,66,70,-5,57,63,428,2000,0.0,29.4,30.04,11.6,4,12.2,-5,75,2011,7,13,28,2
1,2011-07-14,82,59,71,-2,56,63,428,2000,0.0,29.3,30.02,6.5,10,8.0,-6,73,2011,7,14,28,3
2,2011-07-14,82,65,74,-1,56,63,428,2000,0.0,29.35,30.0,7.3,9,8.7,-9,75,2011,7,14,28,3
1,2011-07-15,87,70,79,5,60,66,429,2000,0.0,29.27,29.98,5.4,9,6.7,-14,74,2011,7,15,28,4
2,2011-07-15,86,71,79,3,60,67,429,2000,0.0,29.33,29.96,6.2,10,6.8,-14,76,2011,7,15,28,4
1,2011-07-16,89,71,80,6,61,68,430,2000,0.0,29.32,30.02,3.4,19,4.3,-15,74,2011,7,16,28,5
2,2011-07-16,90,74,82,6,60,68,430,2000,0.0,29.38,30.0,2.5,19,2.7,-17,76,2011,7,16,28,5
1,2011-07-17,95,69,82,8,69,74,431,2000,0.0,29.35,30.06,6.2,22,6.4,-17,74,2011,7,17,28,6
2,2011-07-17,95,74,85,9,69,74,431,2000,0.0,29.41,30.04,6.8,23,7.2,-20,76,2011,7,17,28,6
1,2011-07-18,92,80,86,12,75,78,432,2000,0.01,29.23,29.96,10.6,25,10.8,-21,74,2011,7,18,29,0
2,2011-07-18,93,81,87,11,74,77,432,2000,0.0,29.29,29.94,11.2,24,11.7,-22,76,2011,7,18,29,0
1,2011-07-19,93,78,86,12,72,76,433,2000,0.0,29.17,29.89,4.5,7,6.2,-21,74,2011,7,19,29,1
2,2011-07-19,92,79,86,10,73,77,433,2000,0.0,29.23,29.86,3.2,6,6.6,-21,76,2011,7,19,29,1
1,2011-07-20,99,73,86,12,73,77,433,2000,0.02,29.08,29.8,9.0,23,10.7,-21,74,2011,7,20,29,2
2,2011-07-20,100,77,89,13,73,77,433,2000,0.0,29.15,29.78,7.6,23,9.9,-24,76,2011,7,20,29,2
1,2011-07-21,99,75,87,13,70,76,434,2000,0.02,29.1,29.8,6.2,28,8.8,-22,74,2011,7,21,29,3
2,2011-07-21,101,82,92,16,72,77,434,2000,0.0,29.16,29.77,5.3,26,10.0,-27,76,2011,7,21,29,3
1,2011-07-22,88,70,79,5,70,73,435,2000,1.55,29.18,29.88,1.7,9,9.0,-14,74,2011,7,22,29,4
2,2011-07-22,100,71,86,10,70,74,435,2000,0.14,29.23,29.86,3.8,10,8.2,-21,76,2011,7,22,29,4
1,2011-07-23,87,70,79,5,70,73,436,2000,6.86,29.23,29.95,0.8,30,5.3,-14,74,2011,7,23,29,5
2,2011-07-23,87,70,79,3,70,73,436,2000,0.04,29.28,29.93,0.7,20,4.9,-14,76,2011,7,23,29,5
1,2011-07-24,87,72,80,6,70,73,437,2000,0.18,29.26,29.97,1.5,23,6.4,-15,74,2011,7,24,29,6
2,2011-07-24,87,72,80,4,69,72,437,2000,0.02,29.32,29.95,0.7,20,5.7,-15,76,2011,7,24,29,6
1,2011-07-25,88,73,81,7,66,71,438,2000,0.0,29.2,29.91,3.4,32,6.5,-16,74,2011,7,25,30,0
2,2011-07-25,90,73,82,6,67,71,438,2000,0.01,29.25,29.89,2.1,35,6.1,-17,76,2011,7,25,30,0
1,2011-07-26,83,71,77,3,63,68,439,2000,0.0,29.18,29.88,6.3,5,8.5,-12,74,2011,7,26,30,1
2,2011-07-26,85,72,79,3,62,68,439,2000,0.01,29.23,29.86,5.9,6,8.0,-14,76,2011,7,26,30,1
1,2011-07-27,90,68,79,5,66,70,440,2000,0.71,29.13,29.85,6.2,16,9.5,-14,74,2011,7,27,30,2
2,2011-07-27,92,72,82,6,66,71,440,2000,0.0,29.21,29.84,6.0,16,9.9,-17,76,2011,7,27,30,2
1,2011-07-28,87,73,80,6,71,74,441,2000,0.7,29.2,29.89,3.2,23,6.8,-15,74,2011,7,28,30,3
2,2011-07-28,88,74,81,5,71,74,441,2000,0.0,29.26,29.87,3.3,21,6.8,-16,76,2011,7,28,30,3
1,2011-07-29,86,71,79,5,67,71,442,2000,0.7,29.28,29.98,4.3,4,5.9,-14,74,2011,7,29,30,4
2,2011-07-29,86,74,80,4,69,72,442,2000,0.36,29.34,29.96,3.5,4,5.6,-15,76,2011,7,29,30,4
1,2011-07-30,91,67,79,5,64,70,443,2000,0.0,29.35,30.05,2.4,13,3.4,-14,74,2011,7,30,30,5
2,2011-07-30,91,68,80,4,65,71,443,2000,0.0,29.41,30.03,2.0,11,3.4,-15,76,2011,7,30,30,5
1,2011-07-31,90,68,79,5,69,73,444,2000,0.0,29.35,30.06,4.9,25,5.0,-14,74,2011,7,31,30,6
2,2011-07-31,91,73,82,6,69,73,444,2000,0.0,29.41,30.04,4.5,23,5.0,-17,76,2011,7,31,30,6
1,2011-08-01,91,74,83,10,72,75,445,2000,0.0,29.28,29.99,4.2,27,4.9,-18,73,2011,8,1,31,0
2,2011-08-01,91,76,84,9,71,75,445,2000,0.0,29.33,29.97,3.1,25,5.9,-19,75,2011,8,1,31,0
1,2011-08-02,93,74,84,11,73,76,446,2000,0.43,29.04,29.77,8.3,21,9.1,-19,73,2011,8,2,31,1
2,2011-08-02,93,74,84,9,73,77,446,2000,0.28,29.1,29.75,8.0,20,8.5,-19,75,2011,8,2,31,1
1,2011-08-03,86,72,79,6,67,71,447,2000,0.0,29.11,29.81,6.9,2,8.0,-14,73,2011,8,3,31,2
2,2011-08-03,87,73,80,5,66,71,447,2000,0.0,29.16,29.78,9.6,1,10.3,-15,75,2011,8,3,31,2
1,2011-08-04,84,69,77,4,66,69,448,2000,0.0,29.25,29.94,5.3,5,6.0,-12,73,2011,8,4,31,3
2,2011-08-04,82,69,76,1,67,70,448,2000,0.0,29.3,29.92,4.8,5,6.7,-11,75,2011,8,4,31,3
1,2011-08-05,83,69,76,3,68,71,449,2000,0.0,29.21,29.93,4.0,5,5.5,-11,73,2011,8,5,31,4
2,2011-08-05,84,70,77,2,68,71,449,2000,0.0,29.26,29.91,5.2,7,6.0,-12,75,2011,8,5,31,4
1,2011-08-06,85,72,79,6,70,72,450,2000,0.18,29.1,29.82,2.5,5,4.0,-14,73,2011,8,6,31,5
2,2011-08-06,85,73,79,4,70,72,450,2000,0.69,29.15,29.8,1.3,3,3.7,-14,75,2011,8,6,31,5
1,2011-08-07,86,68,77,4,69,71,451,2000,0.75,29.03,29.75,4.6,27,6.4,-12,73,2011,8,7,31,6
2,2011-08-07,87,70,79,4,69,72,451,2000,0.49,29.09,29.73,3.6,26,5.6,-14,75,2011,8,7,31,6
1,2011-08-08,80,68,74,1,67,69,452,2000,0.63,29.0,29.72,4.0,4,6.2,-9,73,2011,8,8,32,0
2,2011-08-08,80,69,75,0,67,70,452,2000,0.29,29.06,29.7,2.8,6,5.8,-10,75,2011,8,8,32,0
1,2011-08-09,80,64,72,-1,61,66,453,2000,0.0,28.97,29.67,10.8,28,11.1,-7,73,2011,8,9,32,1
2,2011-08-09,82,66,74,-1,61,66,453,2000,0.01,29.03,29.66,11.0,27,11.6,-9,75,2011,8,9,32,1
1,2011-08-10,77,61,69,-4,54,61,454,2000,0.0,29.14,29.84,7.3,31,8.7,-4,73,2011,8,10,32,2
2,2011-08-10,78,62,70,-5,54,61,454,2000,0.0,29.2,29.82,4.4,31,8.0,-5,75,2011,8,10,32,2
1,2011-08-11,81,57,69,-4,54,61,455,1900,0.0,29.25,29.95,2.0,24,3.0,-4,73,2011,8,11,32,3
2,2011-08-11,81,60,71,-4,54,61,455,1900,0.0,29.31,29.93,2.7,23,4.2,-6,75,2011,8,11,32,3
1,2011-08-12,81,60,71,-2,59,64,456,1900,0.0,29.22,29.94,8.3,19,8.5,-6,73,2011,8,12,32,4
2,2011-08-12,82,65,74,-1,57,64,456,1900,0.0,29.28,29.93,8.2,19,8.4,-9,75,2011,8,12,32,4
1,2011-08-13,83,62,73,0,64,66,457,1900,0.75,29.15,29.86,3.6,27,6.7,-8,73,2011,8,13,32,5
2,2011-08-13,84,66,75,0,63,66,457,1900,0.93,29.2,29.84,5.3,24,7.8,-10,75,2011,8,13,32,5
1,2011-08-14,75,62,69,-3,60,63,458,1900,0.0,29.24,29.95,10.4,36,11.7,-4,72,2011,8,14,32,6
2,2011-08-14,75,62,69,-5,60,63,458,1900,0.01,29.29,29.93,11.7,35,12.6,-4,74,2011,8,14,32,6
