,lot_area,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,condition_2,overall_qual,overall_cond,year_remod/add,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,central_air,electrical,gr_liv_area,kitchen_qual,functional,fireplaces,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,fence,saleprice,age,pool,rm_count,bath_count,num_floors,porch_area
953,9245,0,2.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,1.0,1.0,939.0,GasA,1,5.0,1797,3.0,7.0,0,639.0,3.0,3.0,2.0,144,0,213500,1,0,4,2.5,2.0,53
954,7200,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,7,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,GasA,1,3.0,1040,2.0,7.0,0,625.0,3.0,3.0,2.0,0,0,109500,56,0,3,1.0,1.0,0
955,6000,0,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,5,5,1,VinylSd,VinylSd,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,4.0,789.0,GasA,1,5.0,789,2.0,7.0,0,250.0,3.0,3.0,2.0,0,0,115000,60,0,3,1.0,1.0,0
956,3628,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,7,5,0,MetalSd,MetalSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1143.0,GasA,1,5.0,1143,3.0,7.0,1,588.0,3.0,3.0,2.0,0,0,176400,2,0,2,1.5,1.0,191
957,9156,0,2.0,Lvl,Inside,0.0,NWAmes,PosN,Norm,6,7,0,BrkFace,BrkFace,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,1489.0,GasA,1,5.0,1489,3.0,7.0,1,462.0,3.0,3.0,2.0,0,0,185750,41,0,4,2.0,1.0,0
958,9066,0,2.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,8,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,2.0,6.0,1.0,1004.0,GasA,1,5.0,1852,3.0,7.0,2,660.0,3.0,3.0,2.0,224,1,230000,9,0,4,2.5,2.0,106
959,6410,0,3.0,HLS,Inside,0.0,Edwards,Norm,Norm,4,5,0,WdShing,Wd Shng,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,960.0,GasA,1,5.0,960,2.0,7.0,0,0.0,0.0,0.0,2.0,0,1,90000,52,0,4,1.0,1.0,0
960,63887,0,0.0,Bnk,Corner,0.0,Edwards,Feedr,Norm,10,5,0,Stucco,Stucco,4.0,2.0,PConc,5.0,3.0,4.0,6.0,1.0,6110.0,GasA,1,5.0,5642,4.0,7.0,3,1418.0,3.0,3.0,2.0,214,0,160000,0,1,4,4.5,2.0,292
961,7244,0,3.0,Lvl,Inside,0.0,Mitchel,Norm,Norm,5,7,0,VinylSd,VinylSd,2.0,3.0,CBlock,4.0,3.0,3.0,5.0,1.0,768.0,GasA,1,5.0,768,2.0,7.0,0,624.0,3.0,3.0,2.0,104,0,129500,37,0,3,2.0,0.0,0
962,10152,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,6,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,3.0,4.0,1.0,1124.0,GasA,1,5.0,1124,2.0,7.0,1,353.0,3.0,3.0,2.0,0,0,153000,50,0,4,2.0,1.0,533
963,3000,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,6,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,6.0,1.0,612.0,GasA,1,5.0,1224,3.0,7.0,0,528.0,3.0,3.0,2.0,0,0,173733,0,0,3,2.5,2.0,234
964,7500,0,3.0,Lvl,Inside,0.0,SawyerW,Norm,Norm,6,5,1,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1100.0,GasA,1,5.0,1100,2.0,7.0,0,0.0,0.0,0.0,2.0,0,0,146000,1,0,4,1.5,1.0,136
965,17360,0,3.0,Lvl,Corner,0.0,NAmes,Artery,Norm,6,6,1,MetalSd,MetalSd,2.0,3.0,CBlock,3.0,3.0,1.0,3.0,1.0,782.0,GasA,1,5.0,1556,2.0,7.0,1,470.0,3.0,3.0,2.0,0,0,172500,61,0,4,2.0,1.5,150
966,15957,0,2.0,Low,Corner,1.0,Mitchel,Norm,Norm,6,6,0,HdBoard,Plywood,2.0,2.0,PConc,4.0,3.0,4.0,6.0,1.0,1244.0,GasA,1,5.0,1356,2.0,7.0,1,528.0,3.0,3.0,2.0,1424,1,188000,30,0,4,4.0,0.0,0
967,9600,0,3.0,Lvl,FR2,0.0,Veenker,Feedr,Norm,6,8,0,MetalSd,MetalSd,2.0,2.0,CBlock,4.0,3.0,4.0,5.0,1.0,1262.0,GasA,1,5.0,1262,2.0,7.0,1,460.0,3.0,3.0,2.0,298,0,181500,31,0,4,2.5,1.0,0
968,10667,0,1.0,Lvl,CulDSac,0.0,CollgCr,PosN,Norm,7,6,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,6.0,5.0,799.0,GasA,1,5.0,1661,3.0,7.0,1,550.0,3.0,3.0,2.0,158,0,212000,13,0,4,3.5,2.0,61
969,10530,0,3.0,Lvl,Inside,0.0,NWAmes,PosA,Norm,7,5,0,Plywood,Plywood,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,945.0,GasA,1,5.0,1857,2.0,7.0,1,482.0,3.0,3.0,2.0,400,1,188900,28,0,5,2.5,2.0,105
970,5000,0,3.0,Lvl,Inside,0.0,BrkSide,Norm,Norm,3,3,1,WdShing,Wd Shng,1.0,1.0,CBlock,2.0,2.0,1.0,2.0,1.0,666.0,GasA,0,5.0,666,3.0,7.0,0,0.0,0.0,0.0,0.0,0,1,64500,61,0,3,1.5,1.0,52
971,17082,0,2.0,Low,CulDSac,1.0,ClearCr,Norm,Norm,6,5,1,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,3.0,5.0,1.0,1117.0,GasA,1,5.0,1981,3.0,7.0,1,522.0,3.0,3.0,2.0,336,0,230000,32,0,5,3.5,2.0,104
972,16287,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,5,6,1,VinylSd,VinylSd,2.0,3.0,CBlock,3.0,3.0,1.0,5.0,4.0,901.0,GasA,1,5.0,1351,2.0,7.0,1,576.0,3.0,3.0,0.0,0,0,122000,82,0,4,2.0,1.5,143
973,11050,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,5,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,2.0,1.0,1005.0,GasA,1,5.0,1005,2.0,7.0,1,319.0,3.0,3.0,2.0,0,0,133500,50,0,3,1.0,1.0,288
974,10440,1,3.0,Lvl,Corner,0.0,OldTown,Norm,Norm,6,7,1,BrkFace,Wd Sdng,3.0,3.0,BrkTil,4.0,3.0,1.0,2.0,1.0,1510.0,GasW,1,5.0,2792,2.0,4.0,2,520.0,2.0,3.0,2.0,0,1,256000,88,0,6,2.0,1.5,1027
975,2665,0,3.0,Lvl,Inside,0.0,MeadowV,Norm,Norm,5,7,0,CemntBd,CmentBd,2.0,2.0,PConc,4.0,3.0,1.0,5.0,1.0,550.0,GasA,1,5.0,1475,2.0,7.0,1,336.0,3.0,3.0,2.0,92,0,129500,32,0,5,2.0,2.0,26
976,10389,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,8,5,0,CemntBd,CmentBd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1978.0,GasA,1,5.0,1978,3.0,7.0,1,850.0,3.0,3.0,2.0,188,0,318000,7,0,4,3.5,1.0,25
977,9658,0,2.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1598.0,GasA,1,5.0,1606,3.0,7.0,1,871.0,3.0,3.0,2.0,230,0,255900,3,0,4,2.0,1.0,60
978,7500,0,3.0,Lvl,Inside,0.0,SawyerW,Norm,Norm,6,5,0,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1158.0,GasA,1,5.0,1158,3.0,7.0,0,0.0,0.0,0.0,2.0,0,0,143500,5,0,4,1.5,1.0,50
979,14122,0,2.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,8,5,1,CemntBd,CmentBd,3.0,2.0,PConc,5.0,3.0,1.0,6.0,1.0,1822.0,GasA,1,5.0,1822,4.0,7.0,1,678.0,3.0,3.0,2.0,0,0,259000,5,0,4,2.0,1.0,119
980,21000,0,3.0,Bnk,Corner,0.0,Crawfor,Norm,Norm,6,5,0,Wd Sdng,Wd Sdng,2.0,3.0,CBlock,4.0,3.0,2.0,5.0,3.0,1809.0,GasA,1,5.0,2259,3.0,7.0,2,450.0,3.0,3.0,2.0,166,1,217000,54,0,4,3.0,1.0,312
981,8737,0,2.0,Bnk,Inside,0.0,BrkSide,Norm,Norm,6,7,1,BrkFace,Wd Sdng,2.0,2.0,BrkTil,4.0,3.0,1.0,3.0,1.0,1065.0,GasA,1,4.0,1635,2.0,7.0,1,440.0,3.0,3.0,2.0,0,0,210000,84,0,4,1.5,1.5,182
982,8750,0,2.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,6,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,1002.0,GasA,1,5.0,1002,2.0,7.0,0,902.0,3.0,3.0,2.0,0,1,148500,39,0,4,2.0,1.0,0
983,8499,0,2.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,6,5,1,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,616.0,GasA,1,5.0,1412,3.0,7.0,1,432.0,3.0,3.0,2.0,0,0,156932,1,0,4,2.5,2.0,36
984,11072,0,2.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,1728.0,GasA,1,5.0,1728,2.0,7.0,0,576.0,3.0,3.0,2.0,0,0,145000,43,0,8,2.0,1.0,0
985,6762,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,6.0,1.0,1282.0,GasA,1,5.0,1290,3.0,7.0,1,662.0,3.0,3.0,2.0,168,0,200000,2,0,3,3.0,1.0,0
986,15431,0,3.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,10,5,1,VinylSd,VinylSd,4.0,2.0,PConc,5.0,3.0,4.0,6.0,1.0,1994.0,GasA,1,5.0,2046,4.0,7.0,2,878.0,3.0,3.0,2.0,188,0,450000,2,0,3,3.5,1.0,240
987,3230,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,6,5,0,MetalSd,MetalSd,2.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,729.0,GasA,1,5.0,1471,2.0,7.0,0,440.0,3.0,3.0,2.0,0,0,172500,10,0,4,2.5,2.0,24
988,10800,0,3.0,Lvl,Inside,0.0,NWAmes,Norm,Norm,6,7,1,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,3.0,1522.0,GasA,1,5.0,2614,2.0,7.0,1,624.0,3.0,3.0,2.0,38,0,240000,34,0,5,2.5,2.0,243
989,11143,0,2.0,Lvl,Corner,0.0,Somerst,Norm,Norm,8,5,1,CemntBd,CmentBd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1580.0,GasA,1,5.0,2466,3.0,7.0,1,610.0,3.0,3.0,2.0,159,0,340000,3,0,5,3.0,2.0,214
990,8925,0,2.0,HLS,Inside,0.0,Timber,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,6.0,1.0,1466.0,GasA,1,5.0,1466,3.0,7.0,0,610.0,3.0,3.0,2.0,100,0,201000,2,0,4,2.0,1.0,18
991,10356,0,3.0,Lvl,Corner,0.0,CollgCr,Norm,Norm,5,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,3.0,4.0,1.0,969.0,GasA,1,5.0,969,2.0,7.0,0,440.0,3.0,3.0,2.0,0,1,122000,32,0,4,1.5,1.0,0
992,12299,0,3.0,Lvl,Inside,0.0,NWAmes,Norm,Norm,7,6,1,Plywood,Plywood,2.0,2.0,CBlock,4.0,3.0,1.0,6.0,1.0,1529.0,GasA,1,5.0,1664,3.0,7.0,1,663.0,3.0,3.0,2.0,0,0,213000,29,0,4,3.0,1.0,0
993,9900,0,3.0,Lvl,Inside,0.0,NAmes,Feedr,Norm,6,5,0,BrkComm,Brk Cmn,3.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,1680.0,GasA,1,5.0,1691,2.0,7.0,0,550.0,4.0,3.0,2.0,0,1,175000,42,0,3,2.0,1.0,327
994,6762,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1208.0,GasA,1,5.0,1208,3.0,7.0,0,628.0,3.0,3.0,2.0,105,0,195400,0,0,3,3.0,1.0,54
995,11625,0,3.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,1052.0,GasA,1,5.0,1052,2.0,7.0,1,668.0,3.0,3.0,2.0,0,0,113500,42,0,4,1.5,1.0,215
996,6435,0,3.0,Lvl,Inside,0.0,BrkSide,RRAn,Norm,6,5,1,MetalSd,MetalSd,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,972.0,GasA,1,5.0,1577,1.0,7.0,1,312.0,3.0,3.0,2.0,0,0,140200,67,0,4,1.0,1.5,0
997,8450,0,3.0,Lvl,Inside,0.0,Sawyer,RRAe,Norm,5,6,0,Plywood,Plywood,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,3.0,882.0,GasA,1,5.0,909,2.0,7.0,0,294.0,3.0,3.0,2.0,0,1,116000,38,0,4,1.0,1.0,155
998,11577,0,3.0,Lvl,Inside,0.0,Timber,Norm,Norm,9,5,1,VinylSd,VinylSd,4.0,2.0,PConc,4.0,3.0,4.0,6.0,1.0,1838.0,GasA,1,5.0,1838,4.0,7.0,1,682.0,3.0,3.0,2.0,161,0,359900,1,0,4,3.0,1.0,225
999,8340,0,2.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,6,6,0,HdBoard,Plywood,2.0,2.0,CBlock,4.0,3.0,3.0,6.0,1.0,675.0,GasA,1,5.0,1388,2.0,7.0,0,317.0,3.0,3.0,2.0,406,0,157500,29,0,4,1.5,2.0,36
1000,10708,0,2.0,Lvl,Inside,0.0,ClearCr,Norm,Norm,5,5,1,Wd Sdng,Wd Sdng,3.0,2.0,CBlock,3.0,3.0,1.0,2.0,4.0,1617.0,GasA,1,4.0,1867,2.0,7.0,3,303.0,3.0,3.0,2.0,476,1,190000,54,0,3,2.0,1.0,142
1001,6911,0,3.0,Lvl,FR2,0.0,BrkSide,Feedr,Norm,5,5,1,Wd Sdng,Wd Sdng,2.0,2.0,PConc,3.0,3.0,2.0,2.0,1.0,1145.0,GasA,1,5.0,1301,1.0,6.0,0,440.0,3.0,3.0,2.0,0,0,100000,85,0,3,1.0,1.0,0
1002,8800,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,1251.0,GasA,1,5.0,1251,2.0,7.0,2,461.0,3.0,3.0,2.0,0,1,160000,42,0,4,2.0,1.0,116
1003,10739,0,2.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1431.0,GasA,1,5.0,1444,3.0,7.0,0,577.0,3.0,3.0,2.0,144,0,203000,7,0,4,3.0,1.0,40
1004,9572,0,2.0,Lvl,Inside,0.0,NoRidge,Norm,Norm,8,5,0,Wd Sdng,Wd Sdng,3.0,2.0,PConc,5.0,3.0,1.0,6.0,1.0,1453.0,GasA,1,5.0,2810,3.0,7.0,1,750.0,4.0,4.0,2.0,500,0,302000,17,0,5,2.5,2.0,0
1005,8012,0,3.0,Lvl,Inside,0.0,SawyerW,Norm,Norm,6,5,0,Plywood,Plywood,2.0,2.0,CBlock,4.0,3.0,1.0,4.0,4.0,923.0,GasA,1,5.0,923,2.0,7.0,1,264.0,3.0,3.0,2.0,80,0,143000,30,0,3,2.0,1.0,0
1006,16226,0,0.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,8,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1028.0,GasA,1,5.0,2452,3.0,7.0,1,683.0,3.0,3.0,2.0,208,0,267000,9,0,5,2.5,2.0,50
1007,10899,0,2.0,Lvl,Inside,0.0,NAmes,Norm,Norm,4,5,0,HdBoard,HdBoard,2.0,2.0,Slab,0.0,0.0,0.0,0.0,0.0,0.0,GasA,0,5.0,1224,2.0,7.0,0,530.0,3.0,3.0,2.0,0,0,103000,43,0,4,2.0,1.0,0
1008,4500,0,3.0,Lvl,FR2,0.0,Mitchel,Norm,Norm,6,5,0,VinylSd,VinylSd,2.0,3.0,PConc,5.0,4.0,1.0,6.0,1.0,1237.0,GasA,1,5.0,1337,2.0,7.0,0,405.0,3.0,3.0,2.0,0,0,153500,8,0,3,3.0,1.0,199
1009,16647,0,2.0,Lvl,CulDSac,0.0,Sawyer,RRAe,Norm,5,5,1,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,4.0,5.0,1.0,1390.0,GasA,1,5.0,1701,2.0,5.0,2,611.0,3.0,3.0,2.0,0,0,171000,32,0,4,3.0,0.0,0
1010,8707,0,3.0,Lvl,FR2,0.0,Edwards,Feedr,Norm,4,5,1,Wd Sdng,Wd Sdng,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,1093.0,GasA,0,3.0,1669,2.0,5.0,0,288.0,2.0,3.0,2.0,0,0,107000,82,0,5,1.5,1.5,56
1011,8300,0,2.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,6,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,2.0,3.0,1.0,952.0,GasA,1,5.0,952,2.0,7.0,0,288.0,3.0,3.0,2.0,0,0,128500,39,0,4,2.0,1.0,0
1012,9770,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,5,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,922.0,GasA,1,4.0,922,2.0,7.0,0,308.0,3.0,3.0,2.0,0,1,116000,50,0,3,2.0,1.0,34
1013,17400,0,3.0,Low,Inside,1.0,Mitchel,Norm,Norm,5,5,0,BrkFace,BrkFace,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,1126.0,GasA,1,5.0,1126,2.0,7.0,1,484.0,3.0,3.0,1.0,295,0,160000,29,0,4,3.0,1.0,41
1014,5070,0,2.0,HLS,Inside,0.0,StoneBr,Norm,Norm,8,5,0,HdBoard,HdBoard,3.0,2.0,PConc,4.0,3.0,2.0,1.0,1.0,1280.0,GasA,1,5.0,1280,3.0,7.0,0,506.0,3.0,3.0,2.0,0,0,180000,16,0,3,2.0,1.0,226
1015,7920,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,5,1,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,6.0,914.0,GasA,1,5.0,914,4.0,7.0,0,368.0,3.0,4.0,2.0,120,0,133000,37,0,4,1.0,1.0,0
1016,7020,0,3.0,Lvl,Inside,0.0,Mitchel,Norm,Norm,7,5,0,MetalSd,MetalSd,2.0,3.0,PConc,4.0,3.0,4.0,6.0,1.0,1288.0,GasA,1,5.0,1368,2.0,7.0,0,784.0,3.0,3.0,2.0,0,0,215000,9,0,4,4.0,0.0,48
1017,7500,0,2.0,Bnk,Inside,0.0,Crawfor,Norm,Norm,6,7,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,771.0,GasA,1,5.0,1494,3.0,7.0,2,213.0,3.0,3.0,1.0,0,0,177500,67,0,4,1.0,2.0,224
1018,10612,0,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,2.0,6.0,1.0,1524.0,GasA,1,5.0,1534,3.0,7.0,1,484.0,3.0,3.0,2.0,168,0,215000,1,0,4,2.0,1.0,46
1019,6120,0,3.0,Lvl,Inside,0.0,BrkSide,Norm,Norm,5,6,1,Wd Sdng,Wd Sdng,2.0,2.0,BrkTil,3.0,2.0,1.0,2.0,1.0,952.0,GasA,1,4.0,1582,2.0,7.0,1,250.0,2.0,3.0,2.0,189,0,150000,71,0,4,2.0,1.5,184
1020,12376,0,3.0,Lvl,Corner,0.0,SawyerW,Norm,Norm,7,5,0,Plywood,Plywood,2.0,2.0,PConc,4.0,3.0,2.0,6.0,1.0,1673.0,GasA,1,5.0,3222,3.0,7.0,2,594.0,3.0,3.0,2.0,367,0,320000,20,0,6,4.0,2.0,0
1021,10004,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,6,0,HdBoard,Plywood,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,4.0,1516.0,GasA,1,5.0,1516,2.0,7.0,0,472.0,3.0,3.0,2.0,0,0,167000,45,0,4,1.5,1.0,152
1022,8250,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,5,7,1,Wd Sdng,Wd Sdng,2.0,2.0,Slab,0.0,0.0,0.0,0.0,0.0,0.0,GasA,0,5.0,1032,2.0,7.0,1,260.0,3.0,3.0,2.0,0,0,125000,71,0,3,1.0,1.0,121
1023,12205,0,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,3,1,1,MetalSd,MetalSd,2.0,2.0,BrkTil,2.0,2.0,1.0,1.0,1.0,448.0,GasA,1,5.0,1588,2.0,2.0,0,0.0,0.0,0.0,0.0,0,1,65000,59,0,6,2.0,1.0,0
1024,11175,0,2.0,Lvl,Corner,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,1.0,1.0,1316.0,GasA,1,5.0,1316,3.0,7.0,1,440.0,3.0,3.0,2.0,0,0,200141,0,0,4,2.0,1.0,20
1025,9965,0,3.0,Lvl,FR2,0.0,Somerst,Feedr,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1528.0,GasA,1,5.0,1528,3.0,7.0,1,480.0,3.0,3.0,2.0,0,0,235876,0,0,4,4.0,1.0,228
1026,8660,0,3.0,Bnk,Inside,0.0,IDOTRR,Norm,Norm,5,6,1,AsbShng,AsbShng,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,760.0,GasA,0,5.0,2168,3.0,7.0,0,576.0,3.0,3.0,2.0,467,0,123000,109,0,6,2.0,2.0,238
1027,12375,0,3.0,Lvl,Inside,0.0,Sawyer,Feedr,Norm,5,5,0,HdBoard,HdBoard,2.0,1.0,CBlock,3.0,3.0,1.0,4.0,1.0,806.0,GasA,1,5.0,1422,2.0,7.0,1,288.0,3.0,3.0,2.0,0,1,137500,55,0,4,2.0,1.5,0
1028,8070,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,4,5,1,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,990.0,GasA,1,5.0,990,2.0,7.0,0,0.0,0.0,0.0,2.0,0,0,123600,13,0,4,2.0,1.0,0
1029,8658,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,5,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,1088.0,GasA,1,5.0,1324,2.0,7.0,1,440.0,3.0,3.0,2.0,0,1,160000,41,0,4,2.0,1.0,138
1030,8063,0,3.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,6,5,0,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,924.0,GasA,1,5.0,1690,2.0,7.0,1,463.0,3.0,3.0,2.0,100,0,181000,7,0,4,2.5,2.0,48
1031,8235,0,2.0,HLS,Inside,0.0,OldTown,Feedr,RRNn,5,7,1,MetalSd,MetalSd,2.0,3.0,CBlock,3.0,3.0,1.0,2.0,3.0,825.0,GasA,1,5.0,825,2.0,7.0,0,720.0,3.0,3.0,2.0,140,1,125000,53,0,3,2.0,1.0,50
1032,11700,0,3.0,Lvl,Inside,0.0,NWAmes,RRAn,Norm,6,6,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,727.0,GasA,1,5.0,1556,2.0,7.0,0,441.0,3.0,3.0,2.0,0,0,154000,41,0,5,1.5,2.0,0
1033,12961,0,3.0,Lvl,Inside,0.0,Mitchel,Norm,Norm,6,5,1,VinylSd,VinylSd,3.0,3.0,PConc,4.0,3.0,2.0,6.0,1.0,1152.0,GasA,1,5.0,1797,3.0,7.0,1,616.0,3.0,3.0,2.0,162,0,231000,17,0,4,3.5,2.0,312
1034,8450,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,6,0,VinylSd,VinylSd,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,1056.0,GasA,1,5.0,1056,2.0,7.0,1,304.0,3.0,3.0,2.0,0,0,142000,42,0,4,2.0,1.0,269
1035,22950,0,1.0,Lvl,Inside,0.0,OldTown,Artery,Norm,10,9,1,Wd Sdng,Wd Sdng,3.0,3.0,BrkTil,3.0,3.0,2.0,1.0,1.0,1107.0,GasA,1,5.0,3608,4.0,7.0,2,840.0,5.0,3.0,2.0,0,1,475000,114,0,5,2.5,2.5,670
1036,5748,0,2.0,HLS,Inside,1.0,Crawfor,Norm,Norm,8,5,1,CemntBd,CmentBd,3.0,2.0,PConc,5.0,3.0,4.0,6.0,1.0,1573.0,GasA,1,5.0,1778,4.0,7.0,1,495.0,3.0,3.0,2.0,123,0,375000,1,0,3,4.0,1.0,206
1037,10500,0,3.0,Lvl,FR2,0.0,NAmes,Norm,Norm,4,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,864.0,GasA,1,5.0,864,2.0,7.0,1,0.0,0.0,0.0,2.0,0,0,115000,39,0,4,1.0,1.0,0
1038,7500,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1221.0,GasA,1,5.0,1221,3.0,7.0,0,400.0,3.0,3.0,2.0,0,0,185000,5,0,3,3.0,1.0,113
1039,10042,0,3.0,Bnk,Corner,0.0,Edwards,Norm,Norm,6,8,1,Wd Sdng,Wd Sdng,2.0,2.0,BrkTil,3.0,3.0,1.0,2.0,5.0,660.0,GasA,1,5.0,865,2.0,7.0,1,216.0,3.0,3.0,2.0,0,0,108500,87,0,3,2.0,1.5,84
1040,2544,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,7,5,0,MetalSd,MetalSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,600.0,GasA,1,5.0,1223,3.0,7.0,0,480.0,3.0,3.0,2.0,0,0,147400,1,0,3,2.5,2.0,166
